,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
781,Data Scientist,-1,"We are looking for a data scientist that will help us
discover the information hidden in vast amounts of data, and help us make
smarter decisions to deliver even better products. Your primary focus will be
in applying data mining techniques, doing statistical analysis, and building
high quality prediction systems integrated with our products.
Essential Functions
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed",5.0,"Reveal Global Consulting LLC
5.0","Fulton, MD",1 to 50 Employees,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,-1
782,Principal Signal Processing/HDL Modeling Engineer,-1,"Job Summary:
Key member of the development of digital signal processing related VHDL for use in communication datalink systems and other programs as required. Applies fundamental engineering principles, procedures, and techniques to performs advanced systems engineering assignments related to the development of electronic and software intensive systems and subsystems. Good verbal and written communication skills and problem solving skills are also required. Previous work experience in VHDL design mandatory. Knowledge of FPGA design environments, including ISE, Vivado, EDK, Modelsim and Matlab a plus.
Performs complex electrical engineering duties following designated standards and procedures. Works closely with engineering disciplines. Duties require application of engineering principles and techniques. May supervise subordinate engineering staff and lead design efforts. This job requires strong analytical and technical abilities and demands fast, but carefully thought-out results. Strong leadership and control of the work process from beginning to end is necessary. This position typically works under limited supervision and direction. Incumbents of this position regularly exercise discretionary and substantial decision-making.",Corporation,Cubic Corporation,"San Diego, CA",-1,-1,-1,-1,-1,-1
783,Data Scientist,$75K - $123K (Glassdoor est.),"Overview
Madison Square Garden Entertainment Corp. (MSG Entertainment) is a leader in live entertainment experiences. The Company presents or hosts a broad array of events in its diverse collection of venues: New York’s Madison Square Garden, Hulu Theater at Madison Square Garden, Radio City Music Hall and Beacon Theatre; and The Chicago Theatre. MSG Entertainment is also building a new state-of-the-art venue in Las Vegas, MSG Sphere at The Venetian, and has announced plans to build a second MSG Sphere in London, pending necessary approvals. In addition, the Company features the original production – the Christmas Spectacular Starring the Radio City Rockettes – and through Boston Calling Events, produces the Boston Calling Music Festival. Also under the MSG Entertainment umbrella is Tao Group Hospitality, with entertainment dining and nightlife brands including Tao, Marquee, Lavo, Avenue, Beauty & Essex and Cathédrale. More information is available at www.msgentertainment.com.",3.6,"Madison Square Garden Entertainment
3.6","Burbank, CA",5001 to 10000 Employees,Company - Public,Sports & Recreation,"Arts, Entertainment & Recreation",$1 to $2 billion (USD),-1
784,Data Scientist,-1,"ICR has opportunities available for experienced and motivated Data Scientists. If you are interested in talking with us to find out more about this position and how you can take your career to the next level, send us an email at contact@icr-team.com today.
Required Skills and Qualifications
Active Top Secret Security Clearance with SSBI.
Bachelors Degree in Mathematics, Physics, Statistics or related field.
Experience with software development lifecycle and use of associated tools.
Proficient in Python, R, Matlab, Lua, or other data science-centric programming language.",3.9,"ICR
3.9","Denver, CO",201 to 500 Employees,1998,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable
785,Data Analyst IV,-1,"Company Description
Astreya is the leading IT solutions provider to deliver technology-enabled services and fuel digital transformation to some of the most exciting companies on the planet. We are at the cusp of a new way of working with our delivery model that helps our clients be positively productive by matching exceptional people to on-site teams delivering world-class IT service. With engineers in over 30 countries and 70 cities around the world, we are a global company working with the world's most recognizable and innovative organizations.Job Description
We are looking for a Data Analyst IV to join our growing team of analytics experts. The hire will be responsible for statistical modeling, and analysis of structured and unstructured datasets to develop metrics, reports, and visualizations of trends and patterns. The Data Analyst identifies and captures data from internal and external sources. The Data Analyst will ensure consistency throughout ongoing projects.",3.5,"Astreya
3.5","Fremont, CA",1001 to 5000 Employees,2001,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
786,Data Scientist,-1,"Consult with researchers on high throughput genomics experimental design and optimization and data management and analysis, and recommend solutions for efficient data analysis of next generation and third generation genome sequencing data.
Provide bioinformatics consultatative services and comprehensive project support for CDC programs, serving as core bioinformatics support services for OAMD.
Collaborate with a number of external and internal subject matter experts in public health microbiology, epidemiology, bioinformatics, proteomics, metagenomics, modelling and microbial genomics, and will work with them to support projects of varying type, duration and bioinformatic complexity.
Assist in the design and customization of applications for data access and analysis, development and administration of database systems, and identification and implementation of new techniques and technologies for advanced analysis of complex biological data. This will support the disciplines of biological sequence and structural analysis, computational genomics, evolutionary genomics, metagenomics and genome sequencing as related to infectious disease research.",Inc.,"E-Logic, Inc.","Atlanta, GA",-1,-1,-1,-1,-1,-1
787,Data Scientist,-1,"General Responsibilities:
Data Scientist - Business Insights / Analytics

You will work on building data science products to enable increased customer retention, improved customer experiences, personalized, robust customer communications, and optimization of marketing investments. This role is responsible for generating insights and recommendations from Hertz’s rich history of observational data. Working closely with management and senior level data scientists, the Data Scientist will build descriptive, predictive, and prescriptive models with the ultimate goal of maximizing profit and gaining a competitive advantage in the market.
Essential Requirements:








:",Hertz,Hertz,"Estero, FL",-1,-1,-1,-1,-1,-1
788,Adecco Group - Data Engineer,-1,"Overview

Grow your career with The Adecco Group, the world's leading provider of recruiting and career services.

SUMMARY:

The Data Engineer is responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Experienced data pipeline builder and data wrangler that optimizes data systems and building them from the ground up. Supports our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.

Responsibilities





Qualifications






Adecco Group North America, through an impressive portfolio of staffing industry leading brands including Accounting Principals, Adecco General Staffing, Adia, Ajilon, Entegee, Lee Hecht Harrison, Modis, Paladin, Parker+Lynch, Pontoon, Special Counsel and Soliant is the world's leading provider of Human Resources solutions.

We are the workforce experts delivering staffing and career service solutions to organizations and individuals across all industries. Collectively we harness the power of some of the greatest talent in the world. That talent and expertise allows us to do business globally and act locally with deep knowledge in niche areas.

Every day, we have more than 100,000 associates on assignment, 30,000 colleagues working internally to support more than 10,000 clients in the United States and Canada. Ensuring our business units are prepared to deliver outstanding service to our associates and clients, the Adecco Group North America team provides a strong infrastructure through our corporate and shared services teams.

Equal Opportunity Employer Minorities/Women/Veterans/Disabled

The Company will consider for employment qualified applicants with arrest and conviction records.",3.6,"Adecco
3.6","Jacksonville, FL",10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD)
789,Fisheries Data Analyst,$35K - $63K (Glassdoor est.),"TechGlobal, Inc. is seeking an Analyst experienced in conducting data analysis and developing data products. Analysis and products will support the NOAA Fisheries Northeast Fisheries Science Center’s (NEFSC) Cooperative Research Branch (CRB) bottom longline and bottom trawl surveys to assess the abundance, distribution, and diversity of fish and invertebrates.
Job Description
Oversee staff conducting data audits and make metadata and data available to relevant agency staff, collaborators, and the public.
Conduct statistical analyses of the data and coordinate and oversee analyses by other project staff, or edit and review of collaborators’ analyses.",3.8,"TechGlobal, Inc
3.8","Falmouth, MA",1 to 50 Employees,2005,Company - Private,Municipal Governments,Government,$1 to $5 million (USD)
790,Transportation Research Scientist / Engineer,$66K - $135K (Glassdoor est.),"Intelligent Automation is seeking a highly motivated Transportation Research Scientist / Engineer at all levels (junior to senior) with expertise in multiscale traffic simulations (macro/meso/micro), traffic management and signal control, and Intelligent Transportation System (ITS) research and development.

Areas of focus include traffic network management, traffic flow theory, traffic signal operation/control, Cellular V2X, and Connected/Automated Vehicles.

Experience with multi-modal transportation system management & modeling is a plus.",3.7,"Intelligent Automation
3.7","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
791,"Data Scientist, Networking",$78K - $129K (Glassdoor est.),"Data Scientist, Networking
Mountain ViewR&DExperienced
Responsibilities
Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain and inspire people across languages, cultures and geographies.

With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.

ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

We are looking for candidates with strong networking background, solid data analysis and software development skills, who can utilise data-driven techniques in building solutions to help manage, scale and optimize Bytedance's networking infrastructure.


• Interact with teams (both internal/external to networking) to understand use cases and define specific requirements for networking data analysis;
• Develop scalable software pipeline for collection and aggregation of a vast amount of data retrieved from underlying networking systems, including but not limited to network resource usage, traffic statistics, device operation status, etc., and make the data universally available for both real-time and retrospective/forensic analysis use cases;
• Develop analytical models to extract statistical properties and causality from and between networking events;
• Continuously make recommendations/prediction based on results derived to optimize networking system efficiency and improve underlying networking infrastructure's availability.",4.4,"ByteDance
4.4","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
792,"Data Scientist, Networking",$78K - $129K (Glassdoor est.),"Data Scientist, Networking
Mountain ViewR&DExperienced
Responsibilities
Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain and inspire people across languages, cultures and geographies.

With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.

ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

We are looking for candidates with strong networking background, solid data analysis and software development skills, who can utilise data-driven techniques in building solutions to help manage, scale and optimize Bytedance's networking infrastructure.


• Interact with teams (both internal/external to networking) to understand use cases and define specific requirements for networking data analysis;
• Develop scalable software pipeline for collection and aggregation of a vast amount of data retrieved from underlying networking systems, including but not limited to network resource usage, traffic statistics, device operation status, etc., and make the data universally available for both real-time and retrospective/forensic analysis use cases;
• Develop analytical models to extract statistical properties and causality from and between networking events;
• Continuously make recommendations/prediction based on results derived to optimize networking system efficiency and improve underlying networking infrastructure's availability.",4.4,"ByteDance
4.4","Mountain View, CA",-1,-1,-1,-1,-1,-1
793,Data Scientist,-1,"At Goldbelly, we believe in the emotional power of food. For many of us, food is a language of love. It's more than just nourishment. It's memories, it's connection, it's comfort.

We understand how truly important our mission is. We are here to bring a smile to people’s faces, an edible hug, a connection to a loved one even though you may not be with them, a moment of nostalgic comfort, a craving from a beloved food memory.

We are looking for a seasoned Data Scientist to join our team in New York.
Responsibilities
Work closely with cross-functional teams of growth marketing, product managers, engineers who are passionate about Goldbelly's success.",Goldbelly,Goldbelly,"New York, NY",-1,-1,-1,-1,-1,-1
794,Data Scientist,$69K - $114K (Glassdoor est.),"If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.
Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.


This is a full-time internship position for the Summer 2020 located at UIUC Research Park in Champaign, IL. Only UIUC students are eligible to apply.



Motorola Solutions is looking for data science candidates to work on the following:



Candidates are expected to work in a team environment utilizing the latest industry standard agile practices for planning, implementing, and delivering products and services.




Currently pursuing a Bachelor's or Master's degree in Computer Science, Computer Engineering, Information Management, Statistics or a related technical discipline is required.


None

None

Intern

No



Motorola Solutions is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran's status, or, any other protected characteristic.",3.9,"Motorola Solutions
3.9","Champaign, IL",10000+ Employees,1928,Company - Public,Telecommunications Services,Telecommunications,$5 to $10 billion (USD)
795,Data Scientist - Customer Service,$72K - $125K (Glassdoor est.),"The future is bright at DTE Energy! We are one of the largest Fortune 500 diversified utilities in the United States with an aspiration to be the best-operated energy company in North America and a force for good in the communities we live and serve. We have businesses in 26 different states and are comprised of regulated utility and non-utility businesses. Our utility business provides electric and gas service to approximately 3 million customers. Our non-utility businesses include a diversified portfolio of energy related companies, ranging from gas storage and pipelines to renewable power development.

DTE Energy’s utility and non-utility businesses are poised for significant growth. We look forward to working with highly motivated and team-oriented individuals to energize our efforts of growing economically and environmentally.

Recently, DTE Energy has been recognized as an outstanding place to work and has received the following accolades:

* Gallup Great Workplace Award for consecutive years",4.1,"DTE Energy
4.1","Detroit, MI",10000+ Employees,1903,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
796,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",$69K - $87K (Glassdoor est.),"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",3.9,"Citi
3.9","Irving, TX",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
797,Data Scientist - Intermediate,-1,"The Crop Management Team at Climate Corporation is looking for a researcher with applied experience in data science, machine learning, or statistics. This position is within the science R&D team that leverages numeric modeling, big data, and cloud computing to address scientific challenges in precision agriculture. This team builds predictive models that are used both in-house and by farmers, agronomists, and consultants to optimize their management programs and economic returns. The successful candidate will leverage their data science skills with large datasets to help our growers better manage key aspects of their operations.

What You Will Do:
Explore and munge large and diverse agronomic datasets as part of building models
Design, prototype, and test predictive models using diverse techniques that include, but are not limited to, machine learning and statistical modeling",4.2,"Bayer
4.2","San Francisco, CA",10000+ Employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
798,"Data Scientist, Generalist",$96K - $155K (Glassdoor est.),"Sun Basket is the #1 healthy meal kit in the United States. The company has grown rapidly from $0-$200M+ revenue over the past 4 years. Ranked the #1 online healthy eating platform by Epicurious in 2019 and Buzzfeed 2 years in a row, Sun Basket is disrupting the $650B grocery market with a fundamentally healthier, easier, and more personal way to cook and eat at home. Backed by top-tier investors, Sun Basket is based in San Francisco, CA and delivers millions of meals nationwide each month.

In this technical role, you will further the Data Science team’s mission of democratizing data and scientific methods to enable optimization and efficient decision-making across the organization. In particular, you’ll work at the intersection of various digital functions such as Finance, Marketing, Digital Product, Nutrition and Engineering, to understand customer behavior and identify opportunities to improve the services we provide them. The ideal candidate will have a strong technical, analytical, and statistical background – with a hunger for behavioral economics.",3.7,"Sun Basket
3.7","San Francisco, CA",1001 to 5000 Employees,,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable
799,Data Scientist,$77K - $114K (Glassdoor est.),"Data Scientist
Location: Culver City, Los Angeles California
Division: Global Science Organization (GSO), Data Science & AI Lab
The Data Science & AI Lab of the Ipsos GSO is a uniquely positioned group within Ipsos. We serve as the global R&D capability bridging data science with market research offerings. The team develops analytic tools, builds data science models for pilot studies and internal stakeholder analytics innovations, and consults on a broad range of data and research best practices. Working in a collaborative and supportive environment, we seek to expand what is possible in market research with data science.
We’re looking for someone with a deep interest in data and analytics and the dedication to apply that passion. We need someone that possesses the technical ability to write production-level code and implement data science methods for a diverse set of applications, as well as uncover insights from the models and communicate them concisely and clearly to stakeholders at varying levels of technical sophistication. The role also requires an observant attention to detail, the ability to work well on a small team, and a self-starter approach to problem-solving and debugging.




Required Skills

Required Experience",3.4,"Ipsos North America
3.4","Culver City, CA",,1975,Company - Public,Consulting,Business Services,$1 to $2 billion (USD)
800,Data Scientist,$77K - $126K (Glassdoor est.),"Company Description

Symbotic’s talented and diverse workforce develops disruptive robotic solutions for warehouse automation and supply chain transformation, drives results and focuses on customer satisfaction. Our modular and scalable solutions utilize existing space and high-speed robotics combined with proprietary software and technology. Since forming in 2007, Symbotic has grown to over 700 employees in North America and supports an impressive, high-profile customer base. We seek candidates who are passionate about our solution and approach problem solving with a creative mind and a commitment to excellence. If you seek a challenge and want to impact the way the world distributes product from manufacturers to store shelves, we invite you to join our team.",3.5,"Symbotic
3.5","Wilmington, MA",501 to 1000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
801,Data Scientist,-1,"The Data Scientist handles raw data (e.g. structured, unstructured, and mixed datasets), and analyzes data through the application of various statistical techniques or tools.
KNOWLEDGE, SKILLS, AND ABILITIES:
The successful candidate should have at least one and preferable more than one of the following skills:
Familiar with programming languages such as, but not limited to: R, SAS, Python, MatLab, SQL, Hive, Pig, and Spark.
Experienced in working with and exploiting big data; distributed computing; predictive modelling; mathematics; statistics; machine learning; story-telling; and visualization.
Demonstrates ability to extract meaning from and interpret data using a variety of tools and methods from statistics and machine learning.",3.5,"QVine Corporation
3.5","Washington, DC",51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
802,Data Scientist,-1,"Data Scientist (Artificial Intelligence - A.I.)

Bethesda, Maryland

Benefits Offered: Vision, Medical, Dental, 401K
Employment Offered: Full Time

Job Description:

Looking for a Data Scientist to help develop an acquisition system that takes full advantage of Artificial Intelligence to enhance its capabilities. The program goal is to Enhance and Streamline the end to end process by utilizing new and emerging technologies such As Block-chain, Artificial intelligence (AI) and Robotic Process Automation.",3.8,"Swain Techs
3.8","Bethesda, MD",1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
803,Data Scientist,$126K - $203K (Glassdoor est.),"Battelle’s founding mission “to translate scientific discovery and technology advances into societal benefit” is as relevant today as when we opened our doors over 90 years ago. Our science and technology enhance society's well-being and create critical innovations that drive scientific advances for the future. We conduct groundbreaking research and development, design and manufacture leading-edge products, and deliver critical services for commercial and government customers. Our work meets the needs of the nation when it matters most, and Battelle is committed to driving innovation today and for generations to come.
JOB SUMMARY
Battelle’s Cyber Business Line is seeking a data scientist to support mission-critical programs fulfilling data analytics and data science tasks. The candidate will collaborate with multi-disciplinary teams specializing in intelligence analysis, cyber, language translation, and science and technology disciplines. Responsibilities and capabilities include working across multiple computing environments to parse large datasets, data mining, and joining related information across datasets, implementing natural language processing (NLP) models, applying machine learning methods as needed, writing code for data science projects, and similar duties. The candidate will also be responsible for data visualization, appropriate algorithms, digital databases, and similar tasks in support of projects. S/he will provide direct input to a range of deliverables in the form of visualizations, written reports, datasets, and recommendations for further collection and analysis. This position is for a junior-level data scientist, but all experience levels will be considered.",3.6,"Battelle
3.6","Chantilly, VA",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
804,Data Scientist,$80K - $93K (Glassdoor est.),"Data Scientist-267014
Federal Reserve Bank of Cleveland
Primary Location OH-Cleveland
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Job
Job Sensitivity Tier II - No Credit Check
Position Summary
The Data Scientist identifies and executes projects that innovatively leverage advanced quantitative analytical tools and techniques to advance risk identification, financial stability, supervisory policy, and other areas of supervisory interest. Plays a central role in designing, developing and conveying the results of models (including econometric, predictive, behavioral, simulation or other) to ensure identification of firm-specific, sector, and broader banking industry trends and risk developments in an informative, forward-looking, and critically focused manner. Leads efforts to distill large amounts of data, whether accessed through public or supervisory sources, into relevant, focused and actionable information. Experience in data mining, artificial intelligence, machine learning, and/or other emerging fields is preferred. Uses innovative data visualization methods for delivering findings, and creates publication-quality reports and presentations for sharing results. Proven capability in developing relationships and working with business line partners.",3.2,"Federal Reserve Bank of Cleveland
3.2","Cleveland, OH",1001 to 5000 Employees,1913,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD)
805,SEO Data Analyst,-1,"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
The SEO Data Analyst will lever deep experience in data analysis and data mining to tell us WHY our Organic Search numbers are doing what they're doing. You will be highly experienced with SEO tools, such as Google Analytics, Google Data Studio, Google Search Console, and other related SEO Tools. You will develop dashboards and create insights-based reports from the data available.",4.0,"Verizon
4.0","Irving, TX",10000+ Employees,,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
806,Data Scientist,$121K - $191K (Glassdoor est.),"Company Description

Our Mission

At Palo Alto Networks® everything starts and ends with our mission:

Being the cybersecurity partner of choice, protecting our digital way of life.

We have the vision of a world where each day is safer and more secure than the one before. These aren’t easy goals to accomplish – but we’re not here for easy. We’re here for better. We are a company built on the foundation of challenging and disrupting the way things are done, and we’re looking for innovators who are as committed to shaping the future of cybersecurity as we are.

Job Description

We are looking for a brilliant Data Scientist that wants to make a career out of using machine learning to address security problems. Our team finds solutions to hard problems, is innovative in finding data, builds models, and puts them into production. We produce several patents every year.

Qualifications

Additional Information



To stay ahead of the curve, it’s critical to know where the curve is, and how to anticipate the changes we may be facing. For the fastest growing cybersecurity company, the curve is the evolution of cyberattacks, and the products and services that proactively address them. As a predictive enterprise environment, we analyze petabytes of data that pass through our walls daily and we hire the most talented minds in data science to build creative predictive analytics and data science solutions for our cybersecurity solutions.



We’re trailblazers that dream big, take risks, and challenge cybersecurity’s status quo. It’s simple: we can’t accomplish our mission without diverse teams innovating, together.

We are committed to providing reasonable accommodations for all qualified individuals with a disability. If you require assistance or accommodation due to a disability or special need, please contact us at accommodations@paloaltonetworks.com.

Palo Alto Networks is an equal opportunity employer. We celebrate diversity in our workplace, and all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or other legally protected characteristics.",3.8,"Palo Alto Networks
3.8","Santa Clara, CA",5001 to 10000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
807,Environmental Data Science Post-Doctoral Researcher,$53K - $83K (Glassdoor est.),,4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
808,Senior Research Scientist Cell Line Development/Upstream Process Development,-1,"Senior Research Scientist Cell Line Development/Upstream Process Development
Job #21-05R
Mapp Biopharmaceutical, Inc. ""Mapp"" is a San Diego based, innovative biopharmaceutical company focused on addressing unmet medical needs through the development of life-saving monoclonal antibody treatment options to combat a variety of neglected and tropical infectious diseases, and in support of biodefense programs.
The Early Research and Development Group (ER&DG) and the Advanced Research and Development Group (AR&DG) at Mapp Biopharmaceutical are responsible for the execution of high-quality Research and Development activities to ensure the achievement of robust portfolio with the CMC, Preclinical/Nonclinical (together, ""Nonclinical""), Regulatory and Clinical development goals consistent with the product development objectives of Mapp.",Biopharmaceutical,Mapp Biopharmaceutical,"San Diego, CA",-1,-1,-1,-1,-1,-1
809,Data Scientist,$88K - $145K (Glassdoor est.),"Mavenir is the industry's only end-to-end, cloud-native network software provider. Focused on accelerating software network transformation and redefining network economics for Communications Service Providers (CSPs) by offering a comprehensive end-to-end product portfolio across every layer of the network infrastructure stack. From 5G application/service layers to packet core and RAN – Mavenir leads the way in evolved, cloud-native networking solutions enabling innovative and secure experiences for end users. Leveraging industry-leading firsts in VoLTE, VoWiFi, Advanced Messaging (RCS), Multi-ID, vEPC, and Virtualized RAN, Mavenir accelerates network transformation for more than 250+ CSP customers in over 120 countries, serving over 50% of the world’s subscribers.
Role Summary
Mavenir is seeking qualified candidates that are passionate about the future of wireless technology. Ideal candidates must able to thrive under pressure and able to work within tight time constraints. Candidates must adept at meeting customer expectations and understand the business context of the projects being delivered.

The RF Planning and Optimization Engineer will work on multiple projects with different clients in the wireless industry supporting different technologies (including 5G/IoT, VoLTE/LTE, UMTS, GSM), and working on different assignments and projects supporting including RF Design (RFDS), RF Optimization and Performance.",3.5,"Mavenir
3.5","Richardson, TX",1001 to 5000 Employees,2005,Company - Private,Telecommunications Services,Telecommunications,$100 to $500 million (USD)
810,Data Scientist,-1,"Albertsons Companies is one of the largest food and drug retailers with 2,300+ stores. The Albertsons Companies family of brands includes some of the most prominent brands in food retailing, with a growing base of loyal shoppers. Thanks to the professionalism, diversity, spirit and friendliness of our people, we have locations across the U.S.

The Data Science Loyalty Department has an opening for a Data Scientist IV. This position is located in Pleasanton California.

The Data Science team at Albertsons Companies is looking for an experienced Data Scientist to work for the most transformational food and drug retailers in the United States. Albertsons operates over 2,300 stores under 19 well-known banners including Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Pavilions, Star Market, Haggen and Carrs. The company reported revenue of over $60 billion from over 34 million weekly shoppers and is the third largest private company in the country.",3.4,"Albertsons Companies
3.4","Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
811,"Data Scientist, Healthcare (US)",-1,"CitiusTech is a leader in HealthCare innovation. We work with over 120 medical technology, provider, payer and life sciences companies across the US. We are rated among top 100 Best Companies to Work For 8 years in a row and consistently achieved the highest NPS in the Industry.
Data Science team at CitiusTech is helping many of our clients transform customer experience, improve health outcomes and achieve business excellence through the power of AI/ML. We are growing rapidly by 2x year on year. As a team, we are focused on Deep Work in AI / ML as well as building a culture of openness and respect for each other.
Job Responsibilities:
Developing advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner",3.8,"CitiusTech
3.8","San Francisco, CA",1001 to 5000 Employees,2005,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
812,Data Scientist,-1,"The Role
Wpromote is looking for a Data Scientist to join our Data Science team! In this role, you’ll partner cross-functionally with Engineering, Product and Reporting Solutions to design machine learning workflows and statistical models that extract key insights from troves of marketing data. Your solutions will scale as productized apps used by our industry-leading marketers to unlock new performance opportunities for our clients. You will have the opportunity to challenge the limits of what’s possible with data science and performance marketing, designing novel solutions through Computer Vision, Time Series Analysis, Optimal Experimental Design, Recommendations, etc., using supervised and unsupervised methods including Deep Learning, Bayesian Modeling and Graph Neural Nets.
You Will Be
Working closely with Product Development to identify high impact business problems that can be solved by data science and machine learning methods",4.4,"WPROMOTE
4.4","El Segundo, CA",201 to 500 Employees,2001,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD)
813,Data Scientist,-1,"Title: Data Scientist
Department: Software Engineering
Immediate Manager: Director, Software Engineering
Functions Reporting to the Employee: N/A
Job Description:
The Data Scientist is responsible for analyzing the data generated by the Eugenus semiconductor capital equipment to determine ways of improving the process tuning parameters needed improve the process performance of the equipment. The scientist will design data modeling processes to create algorithms and predictive models and perform custom analysis. The individual will work in a cross-functional, multitasking, international team environment to develop the strategy for applying AI/ML to Eugenus products.",1.8,"Eugenus Inc
1.8","San Jose, CA",51 to 200 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
