,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
401,"Data Scientist, Networking",$78K - $129K (Glassdoor est.),"Data Scientist, Networking
Mountain ViewR&DExperienced
Responsibilities
Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain and inspire people across languages, cultures and geographies.

With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.

ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

We are looking for candidates with strong networking background, solid data analysis and software development skills, who can utilise data-driven techniques in building solutions to help manage, scale and optimize Bytedance's networking infrastructure.


• Interact with teams (both internal/external to networking) to understand use cases and define specific requirements for networking data analysis;
• Develop scalable software pipeline for collection and aggregation of a vast amount of data retrieved from underlying networking systems, including but not limited to network resource usage, traffic statistics, device operation status, etc., and make the data universally available for both real-time and retrospective/forensic analysis use cases;
• Develop analytical models to extract statistical properties and causality from and between networking events;
• Continuously make recommendations/prediction based on results derived to optimize networking system efficiency and improve underlying networking infrastructure's availability.",4.4,"ByteDance
4.4","Mountain View, CA",-1,-1,-1,-1,-1,-1,0,0,78,129,103.5,ByteDance,CA,-1,0,0,0,0,0,data scientist,na,2265
402,Data Scientist,$69K - $114K (Glassdoor est.),"If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.
Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.


This is a full-time internship position for the Summer 2020 located at UIUC Research Park in Champaign, IL. Only UIUC students are eligible to apply.



Motorola Solutions is looking for data science candidates to work on the following:



Candidates are expected to work in a team environment utilizing the latest industry standard agile practices for planning, implementing, and delivering products and services.




Currently pursuing a Bachelor's or Master's degree in Computer Science, Computer Engineering, Information Management, Statistics or a related technical discipline is required.


None

None

Intern

No



Motorola Solutions is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran's status, or, any other protected characteristic.",3.9,"Motorola Solutions
3.9","Champaign, IL",10000+ Employees,1928,Company - Public,Telecommunications Services,Telecommunications,$5 to $10 billion (USD),0,0,69,114,91.5,Motorola Solutions,IL,92,0,0,0,0,0,data scientist,na,1646
403,Data Scientist - Customer Service,$72K - $125K (Glassdoor est.),"The future is bright at DTE Energy! We are one of the largest Fortune 500 diversified utilities in the United States with an aspiration to be the best-operated energy company in North America and a force for good in the communities we live and serve. We have businesses in 26 different states and are comprised of regulated utility and non-utility businesses. Our utility business provides electric and gas service to approximately 3 million customers. Our non-utility businesses include a diversified portfolio of energy related companies, ranging from gas storage and pipelines to renewable power development.

DTE Energy’s utility and non-utility businesses are poised for significant growth. We look forward to working with highly motivated and team-oriented individuals to energize our efforts of growing economically and environmentally.

Recently, DTE Energy has been recognized as an outstanding place to work and has received the following accolades:

* Gallup Great Workplace Award for consecutive years",4.1,"DTE Energy
4.1","Detroit, MI",10000+ Employees,1903,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),0,0,72,125,98.5,DTE Energy,MI,117,0,0,0,0,0,data scientist,na,1013
404,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",$69K - $87K (Glassdoor est.),"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",3.9,"Citi
3.9","Irving, TX",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,69,87,78.0,Citi,TX,208,0,0,0,0,0,data engineer,na,988
405,"Data Scientist, Generalist",$96K - $155K (Glassdoor est.),"Sun Basket is the #1 healthy meal kit in the United States. The company has grown rapidly from $0-$200M+ revenue over the past 4 years. Ranked the #1 online healthy eating platform by Epicurious in 2019 and Buzzfeed 2 years in a row, Sun Basket is disrupting the $650B grocery market with a fundamentally healthier, easier, and more personal way to cook and eat at home. Backed by top-tier investors, Sun Basket is based in San Francisco, CA and delivers millions of meals nationwide each month.

In this technical role, you will further the Data Science team’s mission of democratizing data and scientific methods to enable optimization and efficient decision-making across the organization. In particular, you’ll work at the intersection of various digital functions such as Finance, Marketing, Digital Product, Nutrition and Engineering, to understand customer behavior and identify opportunities to improve the services we provide them. The ideal candidate will have a strong technical, analytical, and statistical background – with a hunger for behavioral economics.",3.7,"Sun Basket
3.7","San Francisco, CA",1001 to 5000 Employees,-1,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable,0,0,96,155,125.5,Sun Basket,CA,-1,0,0,0,0,0,data scientist,na,1071
406,Data Scientist,$77K - $114K (Glassdoor est.),"Data Scientist
Location: Culver City, Los Angeles California
Division: Global Science Organization (GSO), Data Science & AI Lab
The Data Science & AI Lab of the Ipsos GSO is a uniquely positioned group within Ipsos. We serve as the global R&D capability bridging data science with market research offerings. The team develops analytic tools, builds data science models for pilot studies and internal stakeholder analytics innovations, and consults on a broad range of data and research best practices. Working in a collaborative and supportive environment, we seek to expand what is possible in market research with data science.
We’re looking for someone with a deep interest in data and analytics and the dedication to apply that passion. We need someone that possesses the technical ability to write production-level code and implement data science methods for a diverse set of applications, as well as uncover insights from the models and communicate them concisely and clearly to stakeholders at varying levels of technical sophistication. The role also requires an observant attention to detail, the ability to work well on a small team, and a self-starter approach to problem-solving and debugging.




Required Skills

Required Experience",3.4,"Ipsos North America
3.4","Culver City, CA",,1975,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),0,0,77,114,95.5,Ipsos North America,CA,45,0,0,0,0,0,data scientist,na,1246
407,Data Scientist,$77K - $126K (Glassdoor est.),"Company Description

Symbotic’s talented and diverse workforce develops disruptive robotic solutions for warehouse automation and supply chain transformation, drives results and focuses on customer satisfaction. Our modular and scalable solutions utilize existing space and high-speed robotics combined with proprietary software and technology. Since forming in 2007, Symbotic has grown to over 700 employees in North America and supports an impressive, high-profile customer base. We seek candidates who are passionate about our solution and approach problem solving with a creative mind and a commitment to excellence. If you seek a challenge and want to impact the way the world distributes product from manufacturers to store shelves, we invite you to join our team.",3.5,"Symbotic
3.5","Wilmington, MA",501 to 1000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,77,126,101.5,Symbotic,MA,13,0,0,0,0,1,data scientist,na,770
408,Data Scientist,$126K - $203K (Glassdoor est.),"Battelle’s founding mission “to translate scientific discovery and technology advances into societal benefit” is as relevant today as when we opened our doors over 90 years ago. Our science and technology enhance society's well-being and create critical innovations that drive scientific advances for the future. We conduct groundbreaking research and development, design and manufacture leading-edge products, and deliver critical services for commercial and government customers. Our work meets the needs of the nation when it matters most, and Battelle is committed to driving innovation today and for generations to come.
JOB SUMMARY
Battelle’s Cyber Business Line is seeking a data scientist to support mission-critical programs fulfilling data analytics and data science tasks. The candidate will collaborate with multi-disciplinary teams specializing in intelligence analysis, cyber, language translation, and science and technology disciplines. Responsibilities and capabilities include working across multiple computing environments to parse large datasets, data mining, and joining related information across datasets, implementing natural language processing (NLP) models, applying machine learning methods as needed, writing code for data science projects, and similar duties. The candidate will also be responsible for data visualization, appropriate algorithms, digital databases, and similar tasks in support of projects. S/he will provide direct input to a range of deliverables in the form of visualizations, written reports, datasets, and recommendations for further collection and analysis. This position is for a junior-level data scientist, but all experience levels will be considered.",3.6,"Battelle
3.6","Chantilly, VA",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),0,0,126,203,164.5,Battelle,VA,91,0,0,0,0,0,data scientist,na,1707
409,Data Scientist,$80K - $93K (Glassdoor est.),"Data Scientist-267014
Federal Reserve Bank of Cleveland
Primary Location OH-Cleveland
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Job
Job Sensitivity Tier II - No Credit Check
Position Summary
The Data Scientist identifies and executes projects that innovatively leverage advanced quantitative analytical tools and techniques to advance risk identification, financial stability, supervisory policy, and other areas of supervisory interest. Plays a central role in designing, developing and conveying the results of models (including econometric, predictive, behavioral, simulation or other) to ensure identification of firm-specific, sector, and broader banking industry trends and risk developments in an informative, forward-looking, and critically focused manner. Leads efforts to distill large amounts of data, whether accessed through public or supervisory sources, into relevant, focused and actionable information. Experience in data mining, artificial intelligence, machine learning, and/or other emerging fields is preferred. Uses innovative data visualization methods for delivering findings, and creates publication-quality reports and presentations for sharing results. Proven capability in developing relationships and working with business line partners.",3.2,"Federal Reserve Bank of Cleveland
3.2","Cleveland, OH",1001 to 5000 Employees,1913,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,0,80,93,86.5,Federal Reserve Bank of Cleveland,OH,107,0,0,0,0,0,data scientist,na,1362
410,Data Scientist,$121K - $191K (Glassdoor est.),"Company Description

Our Mission

At Palo Alto Networks® everything starts and ends with our mission:

Being the cybersecurity partner of choice, protecting our digital way of life.

We have the vision of a world where each day is safer and more secure than the one before. These aren’t easy goals to accomplish – but we’re not here for easy. We’re here for better. We are a company built on the foundation of challenging and disrupting the way things are done, and we’re looking for innovators who are as committed to shaping the future of cybersecurity as we are.

Job Description

We are looking for a brilliant Data Scientist that wants to make a career out of using machine learning to address security problems. Our team finds solutions to hard problems, is innovative in finding data, builds models, and puts them into production. We produce several patents every year.

Qualifications

Additional Information



To stay ahead of the curve, it’s critical to know where the curve is, and how to anticipate the changes we may be facing. For the fastest growing cybersecurity company, the curve is the evolution of cyberattacks, and the products and services that proactively address them. As a predictive enterprise environment, we analyze petabytes of data that pass through our walls daily and we hire the most talented minds in data science to build creative predictive analytics and data science solutions for our cybersecurity solutions.



We’re trailblazers that dream big, take risks, and challenge cybersecurity’s status quo. It’s simple: we can’t accomplish our mission without diverse teams innovating, together.

We are committed to providing reasonable accommodations for all qualified individuals with a disability. If you require assistance or accommodation due to a disability or special need, please contact us at accommodations@paloaltonetworks.com.

Palo Alto Networks is an equal opportunity employer. We celebrate diversity in our workplace, and all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or other legally protected characteristics.",3.8,"Palo Alto Networks
3.8","Santa Clara, CA",5001 to 10000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),0,0,121,191,156.0,Palo Alto Networks,CA,15,0,0,0,0,0,data scientist,na,2399
411,Environmental Data Science Post-Doctoral Researcher,$53K - $83K (Glassdoor est.),,4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),0,0,53,83,68.0,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,na,na,3
412,Data Scientist,$88K - $145K (Glassdoor est.),"Mavenir is the industry's only end-to-end, cloud-native network software provider. Focused on accelerating software network transformation and redefining network economics for Communications Service Providers (CSPs) by offering a comprehensive end-to-end product portfolio across every layer of the network infrastructure stack. From 5G application/service layers to packet core and RAN – Mavenir leads the way in evolved, cloud-native networking solutions enabling innovative and secure experiences for end users. Leveraging industry-leading firsts in VoLTE, VoWiFi, Advanced Messaging (RCS), Multi-ID, vEPC, and Virtualized RAN, Mavenir accelerates network transformation for more than 250+ CSP customers in over 120 countries, serving over 50% of the world’s subscribers.
Role Summary
Mavenir is seeking qualified candidates that are passionate about the future of wireless technology. Ideal candidates must able to thrive under pressure and able to work within tight time constraints. Candidates must adept at meeting customer expectations and understand the business context of the projects being delivered.

The RF Planning and Optimization Engineer will work on multiple projects with different clients in the wireless industry supporting different technologies (including 5G/IoT, VoLTE/LTE, UMTS, GSM), and working on different assignments and projects supporting including RF Design (RFDS), RF Optimization and Performance.",3.5,"Mavenir
3.5","Richardson, TX",1001 to 5000 Employees,2005,Company - Private,Telecommunications Services,Telecommunications,$100 to $500 million (USD),0,0,88,145,116.5,Mavenir,TX,15,0,0,0,0,0,data scientist,na,1432
413,Data Scientist/Economist/Researcher – Future Pricing Strategy,$88K - $140K (Glassdoor est.),"Who we are
Our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent. To engineer experiences that amaze. We won’t stop pushing ahead, because you won’t stop pushing ahead. You’re reinventing how you work. How you play. How you live. With our technology, you’ll reinvent your world
What we offer
Exciting experience with data science’s and analytics’ hottest topics: HP’s Analytics team is covering a wide range of exciting, fast-growing and business critical areas such as: Big data SKU level pricing (in a space of millions of transactions), SEM/Display optimization in the world’s leading channels platforms (e.g. Google, Amazon, JD…) and predictive analytics in the area of sales management (which accounts to target, with what offer …)",4.1,"HP
4.1","San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,88,140,114.0,HP,CA,81,0,0,0,0,0,data scientist,na,940
414,Data Modeler/ Data Architect,$46K - $80K (Glassdoor est.),"Must to have skills:
Must have 8+ yrs. experience in data modelling and architecture skill set with traditional ETL (preferably SSIS/SSAS) , Java and new edge technologies like Hadoop/Hive/Spark/Python/Scala
Candidate should have good cloud experience in Azure landscape – Azure Data factory, ADLS V2.0, Databrick
Very good experience in managing data models and stores
Working use of visual notations for expressing data logical and physical models, state transitions, transformation and versioning. Ideally also data flows and business processes. Including UML, DPMN, ERDs, etc.
Working knowledge of database design patterns, SQL, XML and JSON standards, data and data type transformations.",3.6,"L&T Infotech
3.6","New York, NY",10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,46,80,63.0,L&T Infotech,NY,23,1,0,1,0,0,na,na,692
415,Data Modeler/ Data Architect,$46K - $80K (Glassdoor est.),"Must to have skills:
Must have 8+ yrs. experience in data modelling and architecture skill set with traditional ETL (preferably SSIS/SSAS) , Java and new edge technologies like Hadoop/Hive/Spark/Python/Scala
Candidate should have good cloud experience in Azure landscape – Azure Data factory, ADLS V2.0, Databrick
Very good experience in managing data models and stores
Working use of visual notations for expressing data logical and physical models, state transitions, transformation and versioning. Ideally also data flows and business processes. Including UML, DPMN, ERDs, etc.
Working knowledge of database design patterns, SQL, XML and JSON standards, data and data type transformations.",3.6,"L&T Infotech
3.6","New York, NY",-1,-1,-1,-1,-1,-1,0,0,46,80,63.0,L&T Infotech,NY,-1,1,0,1,0,0,na,na,692
416,Supply Chain Data Science Consultant,$69K - $130K (Glassdoor est.),"Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.

You are:",4.0,"Accenture
4.0","Chicago, IL",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),0,0,69,130,99.5,Accenture,IL,31,0,0,1,0,0,na,na,643
417,"Data Scientist, Marketing",$116K - $187K (Glassdoor est.),"Do you want to have a huge impact on the largest eCommerce website? Are you interested in solving cutting edge research problems while impacting all eBay advertising channels? Does working with Big Data, cloud computing, large-scale optimization, probabilistic inference, and machine learning excite you? If you answered yes, the Marketing Science team at eBay is the right place for you. We are looking for rockstar Data Scientists to join our team.

You will be directly responsible for improving eBay's algorithms that drive customer traffic via Marketing channels. You will work on cutting-edge ML/optimization algorithms against one of the biggest datasets in the world. Youll work with world-class data scientists and engineers. Youll solve problems that have a direct impact on a multi-billion dollar business. Bring your ideas, energy, and dedication to reach and engage the next 100M eBay users.

We are developing state-of-the-art personalization technologies and optimization strategies that have a direct impact on eBay's users as well as the company's bottom line. You will be expected to research state-of-the-art machine learning, optimization, natural language processing, text mining, and other techniques, and apply them to eBay's marketing platforms. You will roll your solutions to production, analyze results offline and online, and measure site impact.

Responsibilities

Aggregate huge amount of data and information from large numbers of sources to discover patterns and features necessary to build machine learning models that match eBays inventory with customers demand via Marketing channels. Design and implement end-to-end solutions using Machine Learning, Optimization, and other advanced computer science technologies, and own live deployments to drive customer traffic to eBay.

Qualifications
eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see: EEO is the Law Poster and EEO is the Law Poster Supplement

This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy and",4.0,"eBay
4.0","San Jose, CA",10000+ Employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,116,187,151.5,eBay,CA,25,0,0,0,0,0,data scientist,na,2582
418,Data Scientist,$68K - $114K (Glassdoor est.),"Grant Thornton is seeking a Senior Associate to join its CIVILIAN service line and take an active role in engagement execution, project management and key business development activities.

Grant Thornton Public Sector helps executives and managers at all levels of government maximize their performance and efficiency in the face of ever tightening budgets and increased demand for services. We give clients creative, cost-effective solutions that enhance their acquisition, financial, human capital, information technology, data analytics, and performance management. For more information, visit grantthornton.com/publicsector.

At Grant Thornton, our professional staff applies traditional, cutting-edge approaches and methods to a variety of analyses. As part of our team, the Senior Associate will utilize various methodologies and models to execute client projects.
ESSENTIAL DUTIES:
Support data modeling process, creating algorithms and predictive models, as well as performing custom analysis
Support identification of key indicators both for compliance and effectiveness critical to mission/business success
Support manipulation of large data sets and using them to identify trends and reaching meaningful conclusions
Support ability to clean, aggregate and organize data from multiple sources and transfer this information to data warehouses
Support data requirements and ensure storage, availability and coherence of electronically stored information to guarantee it meets the organization's needs















It is Grant Thornton’s policy to promote equal employment opportunities. All personnel decisions, including, but not limited to, recruiting, hiring, training, promotion, compensation, benefits and termination, are made without regard to race, creed, color, religion, national origin, sex, age, marital status, sexual orientation, gender identity, citizenship status, veteran status, disability, or any other characteristic protected by applicable federal, state, or local law.",3.9,"Grant Thornton
3.9","Arlington, VA",5001 to 10000 Employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD),0,0,68,114,91.0,Grant Thornton,VA,96,0,0,0,0,0,data scientist,na,2000
419,Data Scientist - Product,$108K - $176K (Glassdoor est.),"At Confluent, we’re creating a category that transforms how every company manages and streams data. Have you ever found a new favorite series on Netflix, picked up groceries curbside at Walmart, or paid for something using Square? That’s Confluent in action—giving our customers instant access to massive amounts of real-time data, enabling them to thrive in an ever-changing digital world. As one of the fastest-growing enterprise companies in history, and with Fortune 100 customers across major industries, we have a tremendous opportunity in front of us. We also have experience on our side. Our leaders have taken companies of our size to major success before and include some of the original creators of Apache Kafka®.

We’re looking for self-motivated team members who crave a challenge and feel energized to roll up their sleeves and help realize Confluent’s unlimited potential. Chart your own path and take healthy risks with the backing and support of our #OneTeam culture. Be part of inclusive initiatives like Employee Resource Groups and development programs, and take advantage of benefits that support our diverse global teams. Grow as we grow—whether you’re just starting out or managing a large team, you’ll be amazed at the magnitude of your impact.",4.5,"Confluent
4.5","Mountain View, CA",501 to 1000 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,108,176,142.0,Confluent,CA,6,0,0,0,0,0,data scientist,na,1268
420,Data Scientist,$110K - $175K (Glassdoor est.),"Location: San Francisco, California
As a Data Scientist at BICP your role is to analyze, visualize, and model data. You’ll build and implement machine learning models to make more efficient and effective decisions. We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. Bachelor’s degree required and Master’s is preferred.",5.0,"BICP
5.0","San Francisco, CA",1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,110,175,142.5,BICP,CA,11,0,0,0,0,0,data scientist,na,463
421,"Marketing Data Scientist, Professional Services",$102K - $171K (Glassdoor est.),"Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; Chicago, IL, USA; New York, NY, USA
Minimum qualifications:
Bachelor's degree in Statistics, Computer Science, Engineering, or Mathematics, related quantitative discipline, or equivalent practical experience.
5 years of experience in data science with a focus on marketing analytics, statistical modeling, machine learning, forecasting and optimization.
Experience in Python and/or R.
Experience in data management systems.



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.5,"Google
4.5","New York, NY",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,102,171,136.5,Google,NY,22,1,0,0,0,0,data scientist,na,1139
422,Data Scientist for a Rapidly Growing eCommerce Company,$68K - $110K (Glassdoor est.),"The Neato Company is an integrated strategic e-commerce partner for retail brands. We collaborate with established businesses during critical growth phases to provide marketplace management, distribution, control, and content creation towards quantifiable growth of direct-to-consumer sales channels. As a top 1,000 storefront on Amazon, we help brands tame the hardest to control sales channels on the internet at the highest level. As a data driven company, Neato finds solutions through analysis of consumer and market trends to mitigate risk to our partnered brands.

Neato is a late-stage start-up eager to grow its team with like-minded leaders looking to make a large impact in a rapidly growing industry. If you have a lot of hustle, a passion for leadership, and a little bit of nerd in you, this may be the job for you.

Job Summary

In the world where data is more valuable than oil, companies that utilize and harvest the best data tend to have a statistically significant advantage against the competition. In eCommerce, data is paramount and luckily readily available to be digested. Our Data Scientist position will help lead the company into the future by building one of the most important departments in this explosive growth company. If eCommerce is the future, Neato wants to predict it. You will work directly with our Head of Business Intelligence/Data Science to carve out a path to digital success using data. We are looking for a committed, entrepreneurial, growth minded data scientist to complete this task.

Roles and Responsibilities

As a data fanatical company, we rely on multiple data streams to help make better decision for our partnered brands on Amazon. Your responsibility is to build out our core data pipelines to ensure timely and accurate information gets in the hands of key decision makers. Once data is digested and organized you will help pave the way to advanced analytics and reporting, creating machine learning algorithms to make the business run smoother and more efficient, present data to brands, and will always be figuring out ways to harvest new data. Our Data Scientist will have a passion for machine learning and will work with our tool sets to help drive the companies already explosive growth. Neato takes a “Brand Partner First” mentality so the Data Scientist will be working closely with our brand partners to figure out the insights they’re looking for to achieve quantifiable growth in their marketplace-based eCommerce endeavors.

***NOTE this role will require someone with a strong background in Object Oriented programming (Java/Python/C#). This is NOT an Analyst role (Although Data analysis will be part of the role). This is not a Recent Grad role ***

Qualifications:
Expected experience:
We offer:",3.1,"Neato
3.1","Las Vegas, NV",51 to 200 Employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,68,110,89.0,Neato,NV,15,1,0,0,0,0,data scientist,na,2772
423,Data Scientist,$126K - $194K (Glassdoor est.),"Primary Job Purpose
Cambia Health Solutions is working to create a seamless and frictionless health care experience for consumers nationwide. This presents a unique challenge and opportunity for innovative and disruptive solutions. Our Data Scientists design, develop, and implement data-driven solutions using machine learning technologies and advanced statistical analyses. You should be passionate about finding insights in data, comfortable with large and fragmented data sets, and command a variety of analytic tools at your disposal. In addition to quantitative mastery, the ideal candidate will effectively interpret and communicate strategic results to varied audiences and provide analytic support for company-wide process and operational improvement efforts. The ideal candidate is an independent, solution-oriented thinker with a strong background processing large data sets, applying analytical rigor and statistical methods, and driving toward actionable insights and novel solutions.",3.8,"Cambia Health Solutions
3.8","Seattle, WA",5001 to 10000 Employees,1917,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,126,194,160.0,Cambia Health Solutions,WA,103,0,0,0,0,0,data scientist,na,997
424,Data Science (Privacy) Manager,$101K - $163K (Glassdoor est.),"Neustar is an information services and technology company and a leader in identity resolution providing the data and technology that enables trusted connections between companies and people at the moments that matter most. More information is available at https://www.home.neustar.

Job Requisition:

R-3330 Data Science (Privacy) Manager (Open)

Primary Location:

SAN DIEGO

Job Description:



As a company built on the foundation of Privacy by Design, for more than 20 years Neustar’s unique capabilities have made us the leader in the field of responsible identity resolution. Neustar enables trusted connections between companies and people at the moments that matter most, with world-class and industry leading solutions in Marketing, Risk, Communications, Security and Registry services.



Data Science Mgr (Privacy)



As a member of the Data Science R&D team, you will develop next-generation privacy technologies that impact how we collect, use, and share user data. You’ll be collaborating across the company and touch on all stages of user data lifecycle; from client-side data collection, to privacy-preserving data releases to our advertisers/publishers, and machine-learning/inference using secure multi-party computing techniques.

Application areas include Identity Resolution, Marketing Analytics Security and Fraud and other Business Solutions supported by our or our client’s data.



At Neustar, we are committed to the growth and development of our employees whose individual skills, curiosity, and passion for their work, contribute to the overall success of our business. Our core values (Accountability, Collaboration, Transparency, Resilience, and Respect) are the driving force of our culture across our locations around the globe. We offer our employees a comprehensive benefits package including perks such as tuition reimbursement, awesome company discounts, back-up day care, community service events, pet and baby swag and much more! We are all learning and creating together and having some major fun along the way. JOIN US! We can’t wait to meet you!




Diversity, inclusion and teamwork are second nature to Neustar; and these values permeate our entire business structure. Neustar is committed to creating an environment where a wide spectrum of opinions and beliefs are actively sought, listened to and respected. Further, our talented workforce draws from the many geographic areas and markets in which Neustar operates worldwide, which represents a distinct competitive advantage. The rich and varied personal and professional backgrounds of our employees make Neustar a dynamic and rewarding company at which to build a career. We invite you to join us.


Neustar, Inc. considers all applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or status as a Vietnam-era or special disabled veteran in accordance with federal law and other state and local requirements. Neustar, Inc., complies with applicable state and local laws prohibiting discrimination in employment and provides reasonable accommodation to qualified individuals with disabilities in accordance with the American with Disabilities Act (ADA) and applicable state and local laws.",4.0,"Neustar
4.0","San Diego, CA",1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),0,0,101,163,132.0,Neustar,CA,24,0,0,0,1,0,manager,na,3258
